Video_ID,Channel_Name,Title,Content_Category,Published_Date,Upload_Hour,Duration_Seconds,Has_Captions,Tags_Count,Views,Likes,Comments,Channel_Subscribers,Age_in_Days,Engagement_Rate_%,Views_Per_Day,Viral_Multiplier,Publish_Month,Publish_Day_OfWeek,Clean_Title,Content_Medium,Performance_Tier,Upload_Time_Bucket,Engagement_Momentum,Viral_Probability_Score,Duration_Minutes,Views_Per_Minute,Tag_Impact_Ratio,Log_Views,Log_Subscribers,Clean_Tier
b4sXu2atMTg,Buddhipriya Madhavie,How I worked to get 9 As for my OLs | School days | study tips| medical student,A/L Content,2022-11-05,12,634,False,23,109459,3775,641,45300,1390,4.03,78.75,2.42,November,Saturday,How I worked to get 9 As for my OLs | School days | study tips| medical student,Mixed / General,Above Average,Afternoon (12PM - 5PM),9.825596798801378,5.255279376856468,10.566666666666666,10358.895899053628,4759.086956521739,11.60331446469791,10.721084386282662,Above Average
PyqIqqNdjco,EDU LK,ලංකාවේ ජනප්‍රියම පාසල් 10 | Top 10 Most Popular Schools in Sri Lanka #shorts #top10,General Education,2024-08-08,8,38,False,0,58259,1595,68,1000,748,2.85,77.89,58.26,August,Thursday,   10 | Top 10 Most Popular Schools in Sri Lanka shorts top10,Mixed / General,Above Average,Morning (5AM - 12PM),6.059149659280112,8.420433669823332,0.6333333333333333,91987.8947368421,58259.0,10.972671030513425,6.90875477931522,Above Average
PQwS7l9kJio,nccworksheet colombo,Grade 6 history sinhala mcq | ඊජිප්තු ශිෂ්ටාචාරය | grade 6 history lesson 3 sinhala - new 2021,Past Papers & Revision,2021-07-04,19,491,False,21,145571,2567,0,13100,1879,1.76,77.47,11.11,July,Sunday,Grade 6 history sinhala mcq |   | grade 6 history lesson 3 sinhala  new 2021,Sinhala Medium,Above Average,Prime Time (5PM - 10PM),3.526801354665421,6.758897550076783,8.183333333333334,17788.716904276986,6931.952380952381,11.88842608855892,9.48044384215367,Above Average
Rhzsl83wWO0,Higher Education SriLanka,සතියෙන් A/L ගොඩදැම්මා | සතියටම නිදාගත්තේ පැය 28යි | How to do A/L's in 1 WEEK,A/L Content,2024-08-18,11,818,False,25,56848,2557,347,128000,738,5.11,77.03,0.44,August,Sunday, A/L  |    28 | How to do A/Ls in 1 WEEK,Mixed / General,Above Average,Morning (5AM - 12PM),12.047917253025613,3.552291967817257,13.633333333333333,4169.779951100245,2273.92,10.948153908874458,11.759793355371237,Above Average
lNq6ahKhruY,Ascend Daily ,කැපවීම තියා ගන්න 🎓💯✊🧠 #motivation #sinhala #sigmarule #sigma #study #positivity,Motivation & Tips,2025-09-24,11,80,False,7,25634,1631,15,186,336,6.42,76.29,137.82,September,Wednesday,    motivation sinhala sigmarule sigma study positivity,Sinhala Medium,Standard / Niche,Morning (5AM - 12PM),13.017866895529377,9.260585458185442,1.3333333333333333,19225.5,3662.0,10.1517138842178,5.231108616854587,Standard  Niche
3T2PGzHdc0A,Higher Education SriLanka,A/L Past Papers විතරක් කරලා 3A ගත්ත ක්‍රමය | How I Got 3A's with Past Papers for A/L Exam,A/L Content,2025-07-11,12,798,False,25,31339,1640,209,128000,411,5.9,76.25,0.24,July,Friday,A/L Past Papers   3A   | How I Got 3As with Past Papers for A/L Exam,Mixed / General,Standard / Niche,Afternoon (12PM - 5PM),13.800695618877437,2.9601050959108397,13.3,2356.315789473684,1253.56,10.352650515910012,11.759793355371237,Standard  Niche
qTTRQX-bz2A,Ravindu Bandaranayake,2024 AL Island 0th ?? (Maths+ICT+Physics Highest Z score) - Abdul Rasheed - ලංකාවෙ බින්දුව ??,A/L Content,2025-09-07,14,1410,False,29,26912,1958,213,198000,353,8.07,76.24,0.14,September,Sunday,2024 AL Island 0th  MathsICTPhysics Highest Z score  Abdul Rasheed    ,Mixed / General,Standard / Niche,Afternoon (12PM - 5PM),18.50847205707491,2.457329882017766,23.5,1145.1914893617022,928.0,10.200364720227393,12.19602736016897,Standard  Niche
ABvN-rkQ2tk,සුධර්මාරාමේ රිලවා...,A/L 3A’s ගන්න Bright වෙන්නම ඕනෙද? | #sudharmaramerilawa #motivation #physics,A/L Content,2025-10-17,11,78,False,0,23720,1059,20,62400,313,4.55,75.78,0.38,October,Friday,A/L 3As  Bright   | sudharmaramerilawa motivation physics,Mixed / General,Standard / Niche,Morning (5AM - 12PM),9.350758853288363,3.394387580844675,1.3,18246.153846153844,23720.0,10.074116010739036,11.041336579870135,Standard  Niche
PZaLOzJKNRo,commerce iskole,A Level Commerce කරලා වැඩක් තියෙනව ද | ඇයි කොමර්ස් කරන්න ඕන,General Education,2021-03-23,9,493,False,31,149391,5663,804,13000,1982,4.33,75.37,11.49,March,Tuesday,A Level Commerce     |    ,Mixed / General,Above Average,Morning (5AM - 12PM),10.272372499012658,6.765040476202716,8.216666666666667,18181.460446247464,4819.064516129032,11.914329002723708,9.472781556562168,Above Average
JB7y0n-QOk0,CHANNEL EVERYTHING,#Anurada perera# sinhala #sinhalamotivational #AL student motivation #Anurada perera motivation,A/L Content,2024-07-22,1,58,False,0,57510,3314,31,2890,765,5.82,75.18,19.9,July,Monday,Anurada perera sinhala sinhalamotivational AL student motivation Anurada perera motivation,Sinhala Medium,Above Average,Night / Late (10PM - 5AM),11.794470526864894,7.311273159138571,0.9666666666666667,59493.10344827586,57510.0,10.959731512836925,7.969357742016346,Above Average
nf_snJiw94s,Sarasawi sathkaraya MOTIVATION,A/L & O/L motivation[ Exam motivation sinhala]Sinhala exam motivation by Lanka prasad#shorts,A/L Content,2022-07-31,2,61,False,0,110263,7151,99,4450,1487,6.58,74.15,24.78,July,Sunday,A/L  O/L motivation Exam motivation sinhalaSinhala exam motivation by Lanka prasadshorts,Sinhala Medium,Above Average,Night / Late (10PM - 5AM),13.419732820619789,7.516671033088655,1.0166666666666666,108455.40983606558,110263.0,11.610632769374275,8.400884069015854,Above Average
mz_Xhq4mR5g,COMMERCE CHAMPIONS TAMIL VERSION,B.A Economics vs B.Commerce vs B.Business Administration || what to select after 10+2 || Tamil,General Education,2022-06-25,18,60,False,9,112626,3035,18,3970,1523,2.71,73.95,28.37,June,Saturday,BA Economics vs BCommerce vs BBusiness Administration || what to select after 102 || Tamil,Tamil Medium,Above Average,Prime Time (5PM - 10PM),5.469429794186067,7.649197977584764,1.0,112626.0,12514.0,11.631836752799583,8.286773231131251,Above Average
1mGozsjkLYQ,Maths Crew,How to do AL private | Private AL Apply | උසස් පෙළ විභාගයට private apply කරන්නෙ කොහොමද ?,A/L Content,2025-01-19,13,308,False,23,42156,2087,735,54100,584,6.69,72.18,0.78,January,Sunday,How to do AL private | Private AL Apply |    private apply   ,Mixed / General,Standard / Niche,Afternoon (12PM - 5PM),18.618939178290162,4.04830760449912,5.133333333333334,8212.207792207791,1832.8695652173913,10.649156023188173,10.898607948952096,Standard  Niche
qSReFo7X2-4,SL GADGETS,Top Courses For Art Student | Art කරපු ලමයින්ට ලංකාවේ තියෙන හොදම පාඨමාලා | Art Degree Sri Lanka,General Education,2021-12-13,9,808,False,27,122876,3153,415,231000,1717,2.9,71.56,0.53,December,Monday,Top Courses For Art Student | Art       | Art Degree Sri Lanka,Mixed / General,Above Average,Morning (5AM - 12PM),6.8206972883231884,3.6616829594254643,13.466666666666667,9124.455445544554,4550.962962962963,11.718939134020971,12.35017731849889,Above Average
Ee_trfpy6vY,Uni Life,"A/l වලට මාස 3 යි.short notes නැද්ද? හදන්න කාලෙකුත් නෑ,ඊට වඩා වැදගත්  විවරණ  හරියටම ලියමුද? ✨️❤️",A/L Content,2021-11-05,11,31,False,0,125373,4852,13,37400,1755,3.88,71.44,3.35,November,Friday,A/l   3 short notes            ,Mixed / General,Above Average,Morning (5AM - 12PM),7.791948824707075,5.481988012911287,0.5166666666666667,242657.4193548387,125373.0,11.739056549160644,10.529452721013085,Above Average
d5827AjMFQk,Tharaka B Jayathilake - Combined Maths,කරන දේ හරියට කරන්න. #education #combinedmaths #tharakabandara #mathematics #exam #2025al #motivation,A/L Content,2025-06-07,11,87,False,0,31673,1529,23,22700,445,4.9,71.18,1.4,June,Saturday,    education combinedmaths tharakabandara mathematics exam 2025al motivation,Mixed / General,Standard / Niche,Morning (5AM - 12PM),10.017996400719856,4.611669022727921,1.45,21843.44827586207,31673.0,10.363251434051671,10.030164255362632,Standard  Niche
KWmxyYM9qLo,Prasanna Baddewithana,ICT ද? CHEMISTRY ද?  | Prasanna Baddewithana  #education  #fyp #chemistry #work #2027,General Education,2025-03-24,12,83,False,45,36497,2007,46,81900,520,5.63,70.19,0.45,March,Monday,ICT  CHEMISTRY   | Prasanna Baddewithana  education  fyp chemistry work 2027,Mixed / General,Standard / Niche,Afternoon (12PM - 5PM),11.628353015316327,3.4838674041502764,1.3833333333333333,26383.373493975905,811.0444444444445,10.505012743548761,11.313266479778829,Standard  Niche
8qaBd5ler4Q,Nimnavee,Best Boys Schools in Sri Lanka,General Education,2024-05-07,8,49,False,0,58199,2430,241,27000,841,4.59,69.2,2.16,May,Tuesday,Best Boys Schools in Sri Lanka,Mixed / General,Above Average,Morning (5AM - 12PM),10.421141256722624,5.0137770203685035,0.8166666666666667,71264.08163265306,58199.0,10.97164063371953,10.203629181337648,Above Average
QKfCAy_ljy0,Accounting with Lakshitha Rathnayake ,Island 4th | A/L Commerce Success Story,A/L Content,2025-04-24,13,34,False,0,33616,1093,11,3660,489,3.28,68.74,9.18,April,Thursday,Island 4th | A/L Commerce Success Story,Mixed / General,Standard / Niche,Afternoon (12PM - 5PM),6.666468348405521,6.448941924412688,0.5666666666666667,59322.352941176476,33616.0,10.422787170381499,8.205491613120236,Standard  Niche
qO6YpSC1SDA,DP Education - A/L සිංහල මාධ්‍යය,Measurement | Practical No 01 - Usage of the vernier callipers | A/L Physics Practical,A/L Content,2022-08-22,6,8039,False,9,100483,974,74,258000,1465,1.04,68.59,0.39,August,Monday,Measurement | Practical No 01  Usage of the vernier callipers | A/L Physics Practical,Mixed / General,Above Average,Morning (5AM - 12PM),2.3068578764567143,3.3232394437895545,133.98333333333332,749.9664137330515,11164.777777777777,11.51775378982687,12.460718739865236,Above Average
0SsXgF9vgmA,ePapere,March OL-ICT අවසන්ම අනුමාන සම්මන්ත්‍රණය-10-11 සියල්ල ආවරණය සමග සුපිරිම A සාමාර්ථයකට-තොරතුරු තාක්ෂණය,General Education,2025-03-10,9,19345,False,24,36463,1819,146,259000,534,5.39,68.28,0.14,March,Monday,March OLICT   1011     A  ,Mixed / General,Standard / Niche,Morning (5AM - 12PM),11.979266653868304,2.3569975178326077,322.4166666666667,113.09278883432411,1519.2916666666667,10.504080751485466,12.464587201678082,Standard  Niche
oCt0tY8vEtM,Tamil Motivation Faz,5 Months left- A/L Tamil Motivation|Fazrana Fahmy #mbbs #motivation,A/L Content,2024-06-09,6,430,False,6,54834,2811,234,20700,808,5.55,67.86,2.65,June,Sunday,5 Months left A/L Tamil Motivation|Fazrana Fahmy mbbs motivation,Tamil Medium,Above Average,Morning (5AM - 12PM),12.386475544370281,5.197551833325743,7.166666666666667,7651.255813953488,9139.0,10.912083955194309,9.937937287265354,Above Average
yz_5VxZ5I00,Sl cricket fan base,ලංකාවේ හොදම bio ගුරුවරුන්😘#short#sho#biology @dineshmuthugalaofficial@tissajananayake_withlife,General Education,2025-06-03,13,19,False,10,30239,594,87,129,449,2.25,67.35,234.41,June,Tuesday,  bio shortshobiology dineshmuthugalaofficialtissajananayakewithlife,Mixed / General,Standard / Niche,Afternoon (12PM - 5PM),5.367240980191144,9.667037960956126,0.31666666666666665,95491.57894736843,3023.9,10.31692083029347,4.867534450455582,Standard  Niche
yRY_uf-r1xY,Accounting with Ravindra Dissanayaka,2025 A/L Accounting | 170 hours Program | Theory + Revision,A/L Content,2024-12-13,5,38,False,22,41618,737,37,71900,621,1.86,67.02,0.58,December,Friday,2025 A/L Accounting | 170 hours Program | Theory  Revision,Mixed / General,Standard / Niche,Morning (5AM - 12PM),3.986255946946033,3.6856642910119373,0.6333333333333333,65712.63157894737,1891.7272727272727,10.636312072748835,11.183045451818261,Standard  Niche
ci5f5oDCvMY,Higher Education SriLanka,A/L Motivation in Sinhala | Exam Motivation | විභාගයට ගැම්මක් ගන්න | Higher Education Srilanka,A/L Content,2022-01-23,1,815,False,15,112209,5180,608,128000,1676,5.16,66.95,0.88,January,Sunday,A/L Motivation in Sinhala | Exam Motivation |    | Higher Education Srilanka,Sinhala Medium,Above Average,Night / Late (10PM - 5AM),11.942001087256815,4.092943581306472,13.583333333333334,8260.785276073619,7480.6,11.628127394658913,11.759793355371237,Above Average
LFRlMXkVTD8,KUMARA WAGASINGHE,Economics Highest Rank 2024 A/L Sasip Nugegoda | Kumara Wagasinha #kumarawagasinghe  #economics,A/L Content,2024-10-24,12,26,False,0,44889,1117,10,7020,671,2.51,66.9,6.39,October,Thursday,Economics Highest Rank 2024 A/L Sasip Nugegoda | Kumara Wagasinha kumarawagasinghe  economics,Mixed / General,Standard / Niche,Afternoon (12PM - 5PM),5.088106217558868,6.060269734316675,0.43333333333333335,103590.0,44889.0,10.711970331775978,8.85666093701725,Standard  Niche
9oMZ6_dXI1w,Sciety,My GCE A/L success story (by 2016 batch ISLAND SECOND),A/L Content,2022-12-01,14,1328,False,3,91178,4909,750,28400,1364,6.21,66.85,3.21,December,Thursday,My GCE A/L success story by 2016 batch ISLAND SECOND,Mixed / General,Above Average,Afternoon (12PM - 5PM),14.880782644936277,5.373371498094614,22.133333333333333,4119.487951807229,30392.666666666668,11.420579886389897,10.254179634797001,Above Average
3T3_g-nP9eE,campuszone lk,How to Get a Degree If You Fail A/L Exam | Sri Lanka 2026 Guide,A/L Content,2026-04-01,8,321,False,9,9824,379,36,21400,147,4.22,66.83,0.46,April,Wednesday,How to Get a Degree If You Fail A/L Exam | Sri Lanka 2026 Guide,Mixed / General,Standard / Niche,Morning (5AM - 12PM),9.548045602605864,3.457634424265315,5.35,1836.2616822429907,1091.5555555555557,9.192685436737461,9.97119292889014,Standard  Niche
Rc2ZQmWvbfw,Ravindu Bandaranayake,OL ICT වලට අන්තිම මොහොතෙ A එකක් ගන්නෙ කොහොමද,O/L Content,2025-02-22,16,3144,False,29,36454,2117,122,198000,550,6.14,66.28,0.18,February,Saturday,OL ICT    A   ,Mixed / General,Standard / Niche,Afternoon (12PM - 5PM),13.287979371262413,2.5595811281134617,52.4,695.6870229007634,1257.0344827586207,10.503833902240531,12.19602736016897,Standard  Niche
9BwFOSX7XjA,UniSelector: No.1 A/L App,Art ලමයෙක්ගේ Z Score එක හදමු🤩 #results #alevel #trending #uniselector,General Education,2025-01-17,0,51,False,0,38713,682,47,23900,586,1.88,66.06,1.62,January,Friday,Art  Z Score   results alevel trending uniselector,Mixed / General,Standard / Niche,Night / Late (10PM - 5AM),4.130395474388449,4.68229047370307,0.85,45544.705882352944,38713.0,10.563956570705491,10.081675578048475,Standard  Niche
kB650bGxbvs,Nimnavee,ඔයාගේ පාසල මොකක්ද ? Best Schools in Colombo Sri Lanka,General Education,2025-01-02,7,37,False,0,37782,1155,192,27000,601,3.57,62.87,1.4,January,Thursday,    Best Schools in Colombo Sri Lanka,Mixed / General,Standard / Niche,Morning (5AM - 12PM),8.654915038907417,4.488838596473945,0.6166666666666667,61268.10810810811,37782.0,10.539614544996624,10.203629181337648,Standard  Niche
mBk8IVKOq-A,Sandun Priyankara,ET Island 1st ට අපෙන් පුංචි තෑග්ගක්... ❤️🤗 #SFT #ET #BST #ICT #motivation #Tech #ටෙක් #Technology,Motivation & Tips,2024-08-27,12,59,False,0,45656,3688,148,71200,729,8.4,62.63,0.64,August,Tuesday,ET Island 1st      SFT ET BST ICT motivation Tech  Technology,Mixed / General,Standard / Niche,Afternoon (12PM - 5PM),17.77641492903452,3.715599278813318,0.9833333333333333,46429.83050847458,45656.0,10.728912214902909,11.173262142245258,Standard  Niche
oe6syj7bTXM,Uni Life,ලේසියෙන්ම O/L ඉතිහාසයට A එකක් දාමු.|| #studytips #exam #examtips #history,O/L Content,2021-12-04,3,343,False,24,107736,4359,169,37400,1726,4.2,62.42,2.88,December,Saturday, O/L  A  || studytips exam examtips history,Mixed / General,Above Average,Night / Late (10PM - 5AM),8.876327318630727,5.197223292227774,5.716666666666667,18845.947521865888,4489.0,11.587448351035267,10.529452721013085,Above Average
2aUlDcHSCVM,KK Academy SL,"Comprehensive Guide to Management Degrees in Sri Lanka: Universities, Courses, and Career Paths",General Education,2025-01-31,10,968,False,16,35591,1232,171,123000,572,3.94,62.22,0.29,January,Friday,Comprehensive Guide to Management Degrees in Sri Lanka Universities Courses and Career Paths,Mixed / General,Standard / Niche,Morning (5AM - 12PM),9.325391250597061,2.946741589281747,16.133333333333333,2206.0537190082646,2224.4375,10.479876172485877,11.719947764402807,Standard  Niche
JbFmrLxaztY,Geekpranee ,Advantages and Disadvantages of Apply Private A/L Exams in Sri Lanka,A/L Content,2024-07-05,3,713,False,16,48329,1703,340,122000,782,4.23,61.8,0.4,July,Friday,Advantages and Disadvantages of Apply Private A/L Exams in Sri Lanka,Mixed / General,Standard / Niche,Night / Late (10PM - 5AM),10.565085145564774,3.2472688993694185,11.883333333333333,4066.9565217391305,3020.5625,10.785807764839129,11.711784520403112,Standard  Niche
g5TF_R-WFyo,PassMe,O/L Maths - Bhaga | 2023 O/L Mathematics | 2022 O/L Maths Past Paper Disucsssion by Kv Iroshan,O/L Content,2024-05-12,10,937,False,23,50902,2225,148,84900,836,4.66,60.89,0.6,May,Sunday,O/L Maths  Bhaga | 2023 O/L Mathematics | 2022 O/L Maths Past Paper Disucsssion by Kv Iroshan,Mixed / General,Standard / Niche,Morning (5AM - 12PM),10.196063023063926,3.6252471888690807,15.616666666666667,3259.4663820704372,2213.1304347826085,10.837677139898041,11.349241150793087,Standard  Niche
RlxTj6gBw4Q,KK Academy SL,A/L ඉවර අයට බැන්කු රැකියා නිකුත් වුණා : Latest Banking Jobs in Sri Lanka for A/L Students,A/L Content,2025-05-06,8,334,False,24,28467,515,37,123000,477,1.94,59.68,0.23,May,Tuesday,A/L        Latest Banking Jobs in Sri Lanka for A/L Students,Mixed / General,Standard / Niche,Morning (5AM - 12PM),4.268099905153335,2.689641801418855,5.566666666666666,5113.832335329342,1186.125,10.256535928419162,11.719947764402807,Standard  Niche
0TWFQrQKbmY,ePapere,HTML for  OL-ICT seminar grade 10/11-තොරතුරු හා සන්නිවේදන තාක්ෂණය-exam target-epapere-target seminar,Past Papers & Revision,2023-04-12,17,6516,False,24,73426,3245,304,259000,1232,4.83,59.6,0.28,April,Wednesday,HTML for  OLICT seminar grade 10/11   exam targetepaperetarget seminar,Mixed / General,Above Average,Prime Time (5PM - 10PM),10.908942336502056,2.8728864435551453,108.6,676.1141804788214,3059.4166666666665,11.204046994374778,12.464587201678082,Above Average
gtF6syFe898,Ravindu Bandaranayake,2022 O/L ICT Past Paper – FULL DISCUSSION | Complete Explanation,O/L Content,2026-01-26,17,28622,False,6,12587,576,91,198000,212,5.3,59.37,0.06,January,Monday,2022 O/L ICT Past Paper  FULL DISCUSSION | Complete Explanation,Mixed / General,Standard / Niche,Prime Time (5PM - 10PM),12.767140700722967,1.5178049633221011,477.03333333333336,26.38599678568933,2097.8333333333335,9.440499258184298,12.19602736016897,Standard  Niche
fsPV8hiDPWY,TeamOne Learning LK,A/L Maths කරන්නද හිතන්නේ? (Study Advice in Sinhala) | TeamOne Learning,A/L Content,2020-01-29,17,1025,False,31,142175,6026,465,191000,2401,4.57,59.21,0.74,January,Wednesday,A/L Maths   Study Advice in Sinhala | TeamOne Learning,Sinhala Medium,Above Average,Prime Time (5PM - 10PM),10.11218568665377,3.8025518303524444,17.083333333333332,8322.439024390245,4586.290322580645,11.864821005735635,12.160033942617156,Above Average
TWog-O176cg,Ten Thinker ,Top 10 Best Universities in Sri Lanka.🇱🇰🇱🇰🇱🇰#top #top10 #universities  #education #srilanka,General Education,2025-07-03,12,37,False,0,24690,747,13,421,419,3.08,58.93,58.65,July,Thursday,Top 10 Best Universities in Sri Lankatop top10 universities  education srilanka,Mixed / General,Standard / Niche,Afternoon (12PM - 5PM),6.314297286350749,8.148227163483714,0.6166666666666667,40037.83783783783,24690.0,10.114194083746655,6.045005314036012,Standard  Niche
k3Uacmll6Bw,AL Kuppiya,සම්පුර්ණ වැඩසටහන අපේ Youtube එකෙන් බලන්න ❤ #alkuppiya #islandrank #biology,General Education,2025-05-16,12,47,False,32,27359,1268,10,119000,467,4.67,58.58,0.23,May,Friday,   Youtube    alkuppiya islandrank biology,Mixed / General,Standard / Niche,Afternoon (12PM - 5PM),9.45209985745093,2.6723124819436985,0.7833333333333333,34926.382978723406,854.96875,10.216837371736487,11.686887175419702,Standard  Niche
xMnOXg6biWU,Pink Study Diaries,2026 A/L අවුරුද්දෙන් island rank එකක් දාන්න මේ study plan එකට වැඩ කරන්න ... #2026al ,A/L Content,2025-08-18,12,390,False,13,21836,1119,72,4690,373,5.45,58.54,4.66,August,Monday,2026 A/L  island rank    study plan     2026al ,Mixed / General,Standard / Niche,Afternoon (12PM - 5PM),11.897783476827257,5.61238476448449,6.5,3359.3846153846152,1679.6923076923076,9.991361057786367,8.453401058328458,Standard  Niche
FQI9vDXprdw,Combined Maths Ruwan Darshana,#2025AL Applied maths බලය ආරම්භය.. #combinedmaths  #ruwandarshana #education,A/L Content,2024-05-12,14,23,False,13,48900,1703,14,86900,836,3.51,58.49,0.56,May,Sunday,2025AL Applied maths   combinedmaths  ruwandarshana education,Mixed / General,Standard / Niche,Afternoon (12PM - 5PM),7.10838445807771,3.5191107791914313,0.38333333333333336,127565.21739130434,3761.5384615384614,10.797553125151618,11.372524818667134,Standard  Niche
SjNwkCPGg_4,Sarasavi Saviya සරසවි සවිය,AL සඳහා ලඝු ගණක සුලුකිරීම්. Logarithm for Advanced level calculations,A/L Content,2021-06-24,2,1259,False,17,109488,5264,565,15200,1889,5.32,57.96,7.2,June,Thursday,AL     Logarithm for Advanced level calculations,Mixed / General,Above Average,Night / Late (10PM - 5AM),12.19585708022797,6.036227565581497,20.983333333333334,5217.8554408260525,6440.470588235294,11.603579366571584,9.62911649414402,Above Average
G-58dAZ6b9A,SCIENCE ACADEMY TAMIL,அணுத்திணிவலகு | Quantification of elements - Grade 10 Science | GCE O/L Tamil medium,O/L Content,2020-05-07,5,682,False,28,131034,4190,557,51000,2302,3.62,56.92,2.57,May,Thursday, | Quantification of elements  Grade 10 Science | GCE O/L Tamil medium,Tamil Medium,Above Average,Morning (5AM - 12PM),8.520689286750004,4.992365411546469,11.366666666666667,11527.91788856305,4679.785714285715,11.78321974207077,10.839600519357369,Above Average
JSYA7v54B5I,2025 O/L Maths ,The most popular & best  schools in Sri Lanka😱😱😱What is the best school in Sri Lanka? 🤔🤔🤔,O/L Content,2023-01-29,7,18,False,0,73565,1524,67,222,1305,2.16,56.37,331.37,January,Sunday,The most popular  best  schools in Sri LankaWhat is the best school in Sri Lanka ,Mixed / General,Above Average,Morning (5AM - 12PM),4.59865425134235,9.83522621162971,0.3,245216.6666666667,73565.0,11.205938241460442,5.407171771460119,Above Average
mVo-CyvVjWM,Wiedza,තේරෙන සිංහලෙන් අවකලනය(Differentiation) |For University & A/L students,A/L Content,2023-03-28,15,1937,False,0,69889,3801,303,3190,1247,5.87,56.05,21.91,March,Tuesday,  Differentiation |For University  A/L students,Sinhala Medium,Above Average,Afternoon (12PM - 5PM),13.044971311651333,7.114001267211995,32.28333333333333,2164.8631905007746,69889.0,11.154677856471174,8.068089626278244,Above Average
KFI0qNceP9c,Kv Iroshan,වර්ගඡ සමීකරණ - Quadratic Equations | 2020 OL Maths paper Discussion in Sinhala | Wargaja samikarana,O/L Content,2022-04-06,10,878,False,20,89816,3268,113,256000,1603,3.76,56.03,0.35,April,Wednesday,   Quadratic Equations | 2020 OL Maths paper Discussion in Sinhala | Wargaja samikarana,Sinhala Medium,Above Average,Morning (5AM - 12PM),7.906163712478846,3.025800654676025,14.633333333333333,6137.767653758542,4490.8,11.405529545950332,12.45293662970407,Above Average
q0oz4cOJg4Y,Imandi Herath - ඉමන්දි හේරත්,Mini vlog diary as a A/L student 💕🎀🍓🩰💗 #students #study #srilanka #minivlog #srilanka,A/L Content,2025-06-14,16,56,False,0,24369,0,15,2590,438,0.06,55.64,9.41,June,Saturday,Mini vlog diary as a A/L student  students study srilanka minivlog srilanka,Mixed / General,Standard / Niche,Afternoon (12PM - 5PM),0.30776806598547335,6.262583454535205,0.9333333333333333,26109.642857142855,24369.0,10.101108146619252,7.85979918056211,Standard  Niche
iwHXVBLn1AA,Junior mind,Tuition Classes 😂👋🏻 #youtubeshorts #reach #memes #foryou #srilanka #foryou #funny #sinhala ￼,General Education,2023-10-09,2,16,False,0,58157,1136,14,2130,1052,1.98,55.28,27.3,October,Monday,Tuition Classes  youtubeshorts reach memes foryou srilanka foryou funny sinhala ,Sinhala Medium,Above Average,Night / Late (10PM - 5AM),4.027030280103857,7.319960289500501,0.26666666666666666,218088.75,58157.0,10.970918723720663,7.664346632098617,Above Average
V6VCJw_ujAg,Top 10 SL,ලංකාවේ විශිෂ්ටතම ටියුෂන් ගුරුවරු 10 | Tution Legends Sri Lanka #shorts #viral,General Education,2023-09-21,11,39,False,22,58724,1432,70,6080,1070,2.56,54.88,9.66,September,Thursday,    10 | Tution Legends Sri Lanka shorts viral,Mixed / General,Above Average,Morning (5AM - 12PM),5.473060418227641,6.275027146168549,0.65,90344.61538461538,2669.2727272727275,10.980620809527114,8.71292443512011,Above Average
uW09NlUJRCE,VK Karikalan,SL 🇱🇰 Highest Salary Job 8.2MRs for Engineers #shorts | VK Karikalan |,General Education,2022-02-21,12,38,False,3,89220,2688,32,301000,1647,3.05,54.17,0.3,February,Monday,SL  Highest Salary Job 82MRs for Engineers shorts | VK Karikalan |,Mixed / General,Above Average,Afternoon (12PM - 5PM),6.204886796682358,2.847870112811607,0.6333333333333333,140873.68421052632,29740.0,11.398871716868715,12.614868865984631,Above Average
iZDAKYfhmaI,Chamuditha News Brief,ඉස්කෝලයකට අඩියක් වත් නොතියපු ඕනම වයසක කෙනෙක් මාස 6න් උසස් පෙළ කරල කැම්පස් යවන්න අපිට පුළුවන්. -C N B,General Education,2022-12-21,14,1616,False,0,72796,1386,374,233000,1344,2.42,54.16,0.31,December,Wednesday,        6        C N B,Mixed / General,Above Average,Afternoon (12PM - 5PM),6.376723995823946,2.8786140168830854,26.933333333333334,2702.8217821782177,72796.0,11.195430024544462,12.358798024384122,Above Average
EOPfrppI4U0,Elegant lankans,Physics සිංහල මාධ්‍ය හොඳම ගුරුවරුන් 5ක් #alevel #physics #tuition #srilanka #anuradhaperera #class,General Education,2023-07-05,18,33,False,0,62116,1621,203,364,1148,2.94,54.11,170.65,July,Wednesday,Physics     5 alevel physics tuition srilanka anuradhaperera class,Sinhala Medium,Above Average,Prime Time (5PM - 10PM),6.8533067164659665,9.130741978080659,0.55,112938.18181818181,62116.0,11.036774982471208,5.8998973535824915,Above Average
p761jCpa9rE,KK Academy SL,Top 10 best degrees and universities for A/L commerce student in srilanka,A/L Content,2026-05-06,8,768,False,0,6048,214,63,123000,112,4.58,54.0,0.05,May,Wednesday,Top 10 best degrees and universities for A/L commerce student in srilanka,Mixed / General,Standard / Niche,Morning (5AM - 12PM),12.28505291005291,1.308332819650179,12.8,472.5,6048.0,8.707648248106914,11.719947764402807,Standard  Niche
T6X1lz6GQB8,Learn with MI,how to study history? | Tamil | study tricks | GCE O/L 2023,O/L Content,2021-10-31,15,409,False,0,94414,4316,293,5380,1760,4.88,53.64,17.55,October,Sunday,how to study history | Tamil | study tricks | GCE O/L 2023,Tamil Medium,Above Average,Afternoon (12PM - 5PM),10.694388544071852,6.848410712545133,6.816666666666666,13850.464547677262,94414.0,11.455455237815679,8.59062950948942,Above Average
