Video_ID,Channel_Name,Title,Content_Category,Published_Date,Upload_Hour,Duration_Seconds,Has_Captions,Tags_Count,Views,Likes,Comments,Channel_Subscribers,Age_in_Days,Engagement_Rate_%,Views_Per_Day,Viral_Multiplier
mz_Xhq4mR5g,COMMERCE CHAMPIONS TAMIL VERSION,B.A Economics vs B.Commerce vs B.Business Administration || what to select after 10+2 || Tamil,General Education,2022-06-25,18,60,False,9,112626,3035,18,3970,1523,2.71,73.95,28.37
1mGozsjkLYQ,Maths Crew,How to do AL private | Private AL Apply | උසස් පෙළ විභාගයට private apply කරන්නෙ කොහොමද ?,A/L Content,2025-01-19,13,308,False,23,42156,2087,735,54100,584,6.69,72.18,0.78
qSReFo7X2-4,SL GADGETS,Top Courses For Art Student | Art කරපු ලමයින්ට ලංකාවේ තියෙන හොදම පාඨමාලා | Art Degree Sri Lanka,General Education,2021-12-13,9,808,False,27,122876,3153,415,231000,1717,2.9,71.56,0.53
Ee_trfpy6vY,Uni Life,"A/l වලට මාස 3 යි.short notes නැද්ද? හදන්න කාලෙකුත් නෑ,ඊට වඩා වැදගත්  විවරණ  හරියටම ලියමුද? ✨️❤️",A/L Content,2021-11-05,11,31,False,0,125373,4852,13,37400,1755,3.88,71.44,3.35
d5827AjMFQk,Tharaka B Jayathilake - Combined Maths,කරන දේ හරියට කරන්න. #education #combinedmaths #tharakabandara #mathematics #exam #2025al #motivation,A/L Content,2025-06-07,11,87,False,0,31673,1529,23,22700,445,4.9,71.18,1.4
KWmxyYM9qLo,Prasanna Baddewithana,ICT ද? CHEMISTRY ද?  | Prasanna Baddewithana  #education  #fyp #chemistry #work #2027,General Education,2025-03-24,12,83,False,45,36497,2007,46,81900,520,5.63,70.19,0.45
8qaBd5ler4Q,Nimnavee,Best Boys Schools in Sri Lanka,General Education,2024-05-07,8,49,False,0,58199,2430,241,27000,841,4.59,69.2,2.16
QKfCAy_ljy0,Accounting with Lakshitha Rathnayake ,Island 4th | A/L Commerce Success Story,A/L Content,2025-04-24,13,34,False,0,33616,1093,11,3660,489,3.28,68.74,9.18
qO6YpSC1SDA,DP Education - A/L සිංහල මාධ්‍යය,Measurement | Practical No 01 - Usage of the vernier callipers | A/L Physics Practical,A/L Content,2022-08-22,6,8039,False,9,100483,974,74,258000,1465,1.04,68.59,0.39
0SsXgF9vgmA,ePapere,March OL-ICT අවසන්ම අනුමාන සම්මන්ත්‍රණය-10-11 සියල්ල ආවරණය සමග සුපිරිම A සාමාර්ථයකට-තොරතුරු තාක්ෂණය,General Education,2025-03-10,9,19345,False,24,36463,1819,146,259000,534,5.39,68.28,0.14
oCt0tY8vEtM,Tamil Motivation Faz,5 Months left- A/L Tamil Motivation|Fazrana Fahmy #mbbs #motivation,A/L Content,2024-06-09,6,430,False,6,54834,2811,234,20700,808,5.55,67.86,2.65
yz_5VxZ5I00,Sl cricket fan base,ලංකාවේ හොදම bio ගුරුවරුන්😘#short#sho#biology @dineshmuthugalaofficial@tissajananayake_withlife,General Education,2025-06-03,13,19,False,10,30239,594,87,129,449,2.25,67.35,234.41
yRY_uf-r1xY,Accounting with Ravindra Dissanayaka,2025 A/L Accounting | 170 hours Program | Theory + Revision,A/L Content,2024-12-13,5,38,False,22,41618,737,37,71900,621,1.86,67.02,0.58
ci5f5oDCvMY,Higher Education SriLanka,A/L Motivation in Sinhala | Exam Motivation | විභාගයට ගැම්මක් ගන්න | Higher Education Srilanka,A/L Content,2022-01-23,1,815,False,15,112209,5180,608,128000,1676,5.16,66.95,0.88
LFRlMXkVTD8,KUMARA WAGASINGHE,Economics Highest Rank 2024 A/L Sasip Nugegoda | Kumara Wagasinha #kumarawagasinghe  #economics,A/L Content,2024-10-24,12,26,False,0,44889,1117,10,7020,671,2.51,66.9,6.39
9oMZ6_dXI1w,Sciety,My GCE A/L success story (by 2016 batch ISLAND SECOND),A/L Content,2022-12-01,14,1328,False,3,91178,4909,750,28400,1364,6.21,66.85,3.21
3T3_g-nP9eE,campuszone lk,How to Get a Degree If You Fail A/L Exam | Sri Lanka 2026 Guide,A/L Content,2026-04-01,8,321,False,9,9824,379,36,21400,147,4.22,66.83,0.46
Rc2ZQmWvbfw,Ravindu Bandaranayake,OL ICT වලට අන්තිම මොහොතෙ A එකක් ගන්නෙ කොහොමද,O/L Content,2025-02-22,16,3144,False,29,36454,2117,122,198000,550,6.14,66.28,0.18
9BwFOSX7XjA,UniSelector: No.1 A/L App,Art ලමයෙක්ගේ Z Score එක හදමු🤩 #results #alevel #trending #uniselector,General Education,2025-01-17,0,51,False,0,38713,682,47,23900,586,1.88,66.06,1.62
kB650bGxbvs,Nimnavee,ඔයාගේ පාසල මොකක්ද ? Best Schools in Colombo Sri Lanka,General Education,2025-01-02,7,37,False,0,37782,1155,192,27000,601,3.57,62.87,1.4
mBk8IVKOq-A,Sandun Priyankara,ET Island 1st ට අපෙන් පුංචි තෑග්ගක්... ❤️🤗 #SFT #ET #BST #ICT #motivation #Tech #ටෙක් #Technology,Motivation & Tips,2024-08-27,12,59,False,0,45656,3688,148,71200,729,8.4,62.63,0.64
oe6syj7bTXM,Uni Life,ලේසියෙන්ම O/L ඉතිහාසයට A එකක් දාමු.|| #studytips #exam #examtips #history,O/L Content,2021-12-04,3,343,False,24,107736,4359,169,37400,1726,4.2,62.42,2.88
2aUlDcHSCVM,KK Academy SL,"Comprehensive Guide to Management Degrees in Sri Lanka: Universities, Courses, and Career Paths",General Education,2025-01-31,10,968,False,16,35591,1232,171,123000,572,3.94,62.22,0.29
JbFmrLxaztY,Geekpranee ,Advantages and Disadvantages of Apply Private A/L Exams in Sri Lanka,A/L Content,2024-07-05,3,713,False,16,48329,1703,340,122000,782,4.23,61.8,0.4
g5TF_R-WFyo,PassMe,O/L Maths - Bhaga | 2023 O/L Mathematics | 2022 O/L Maths Past Paper Disucsssion by Kv Iroshan,O/L Content,2024-05-12,10,937,False,23,50902,2225,148,84900,836,4.66,60.89,0.6
RlxTj6gBw4Q,KK Academy SL,A/L ඉවර අයට බැන්කු රැකියා නිකුත් වුණා : Latest Banking Jobs in Sri Lanka for A/L Students,A/L Content,2025-05-06,8,334,False,24,28467,515,37,123000,477,1.94,59.68,0.23
0TWFQrQKbmY,ePapere,HTML for  OL-ICT seminar grade 10/11-තොරතුරු හා සන්නිවේදන තාක්ෂණය-exam target-epapere-target seminar,Past Papers & Revision,2023-04-12,17,6516,False,24,73426,3245,304,259000,1232,4.83,59.6,0.28
gtF6syFe898,Ravindu Bandaranayake,2022 O/L ICT Past Paper – FULL DISCUSSION | Complete Explanation,O/L Content,2026-01-26,17,28622,False,6,12587,576,91,198000,212,5.3,59.37,0.06
fsPV8hiDPWY,TeamOne Learning LK,A/L Maths කරන්නද හිතන්නේ? (Study Advice in Sinhala) | TeamOne Learning,A/L Content,2020-01-29,17,1025,False,31,142175,6026,465,191000,2401,4.57,59.21,0.74
TWog-O176cg,Ten Thinker ,Top 10 Best Universities in Sri Lanka.🇱🇰🇱🇰🇱🇰#top #top10 #universities  #education #srilanka,General Education,2025-07-03,12,37,False,0,24690,747,13,421,419,3.08,58.93,58.65
k3Uacmll6Bw,AL Kuppiya,සම්පුර්ණ වැඩසටහන අපේ Youtube එකෙන් බලන්න ❤ #alkuppiya #islandrank #biology,General Education,2025-05-16,12,47,False,32,27359,1268,10,119000,467,4.67,58.58,0.23
xMnOXg6biWU,Pink Study Diaries,2026 A/L අවුරුද්දෙන් island rank එකක් දාන්න මේ study plan එකට වැඩ කරන්න ... #2026al ,A/L Content,2025-08-18,12,390,False,13,21836,1119,72,4690,373,5.45,58.54,4.66
FQI9vDXprdw,Combined Maths Ruwan Darshana,#2025AL Applied maths බලය ආරම්භය.. #combinedmaths  #ruwandarshana #education,A/L Content,2024-05-12,14,23,False,13,48900,1703,14,86900,836,3.51,58.49,0.56
SjNwkCPGg_4,Sarasavi Saviya සරසවි සවිය,AL සඳහා ලඝු ගණක සුලුකිරීම්. Logarithm for Advanced level calculations,A/L Content,2021-06-24,2,1259,False,17,109488,5264,565,15200,1889,5.32,57.96,7.2
G-58dAZ6b9A,SCIENCE ACADEMY TAMIL,அணுத்திணிவலகு | Quantification of elements - Grade 10 Science | GCE O/L Tamil medium,O/L Content,2020-05-07,5,682,False,28,131034,4190,557,51000,2302,3.62,56.92,2.57
JSYA7v54B5I,2025 O/L Maths ,The most popular & best  schools in Sri Lanka😱😱😱What is the best school in Sri Lanka? 🤔🤔🤔,O/L Content,2023-01-29,7,18,False,0,73565,1524,67,222,1305,2.16,56.37,331.37
mVo-CyvVjWM,Wiedza,තේරෙන සිංහලෙන් අවකලනය(Differentiation) |For University & A/L students,A/L Content,2023-03-28,15,1937,False,0,69889,3801,303,3190,1247,5.87,56.05,21.91
KFI0qNceP9c,Kv Iroshan,වර්ගඡ සමීකරණ - Quadratic Equations | 2020 OL Maths paper Discussion in Sinhala | Wargaja samikarana,O/L Content,2022-04-06,10,878,False,20,89816,3268,113,256000,1603,3.76,56.03,0.35
q0oz4cOJg4Y,Imandi Herath - ඉමන්දි හේරත්,Mini vlog diary as a A/L student 💕🎀🍓🩰💗 #students #study #srilanka #minivlog #srilanka,A/L Content,2025-06-14,16,56,False,0,24369,0,15,2590,438,0.06,55.64,9.41
iwHXVBLn1AA,Junior mind,Tuition Classes 😂👋🏻 #youtubeshorts #reach #memes #foryou #srilanka #foryou #funny #sinhala ￼,General Education,2023-10-09,2,16,False,0,58157,1136,14,2130,1052,1.98,55.28,27.3
V6VCJw_ujAg,Top 10 SL,ලංකාවේ විශිෂ්ටතම ටියුෂන් ගුරුවරු 10 | Tution Legends Sri Lanka #shorts #viral,General Education,2023-09-21,11,39,False,22,58724,1432,70,6080,1070,2.56,54.88,9.66
uW09NlUJRCE,VK Karikalan,SL 🇱🇰 Highest Salary Job 8.2MRs for Engineers #shorts | VK Karikalan |,General Education,2022-02-21,12,38,False,3,89220,2688,32,301000,1647,3.05,54.17,0.3
iZDAKYfhmaI,Chamuditha News Brief,ඉස්කෝලයකට අඩියක් වත් නොතියපු ඕනම වයසක කෙනෙක් මාස 6න් උසස් පෙළ කරල කැම්පස් යවන්න අපිට පුළුවන්. -C N B,General Education,2022-12-21,14,1616,False,0,72796,1386,374,233000,1344,2.42,54.16,0.31
EOPfrppI4U0,Elegant lankans,Physics සිංහල මාධ්‍ය හොඳම ගුරුවරුන් 5ක් #alevel #physics #tuition #srilanka #anuradhaperera #class,General Education,2023-07-05,18,33,False,0,62116,1621,203,364,1148,2.94,54.11,170.65
p761jCpa9rE,KK Academy SL,Top 10 best degrees and universities for A/L commerce student in srilanka,A/L Content,2026-05-06,8,768,False,0,6048,214,63,123000,112,4.58,54.0,0.05
T6X1lz6GQB8,Learn with MI,how to study history? | Tamil | study tricks | GCE O/L 2023,O/L Content,2021-10-31,15,409,False,0,94414,4316,293,5380,1760,4.88,53.64,17.55
EXD4rt-r564,Simplebooks,Things School Didn’t Teach You About Life After A/L | @prameshwickramasinghe | Simplebooks,A/L Content,2024-02-20,11,1870,False,24,49077,3312,139,791000,918,7.03,53.46,0.06
DB8-YClzwLU,AL Kuppiya,2022 (23) A/L commerce Island 1st interview | Island rankers A/L kuppiya,A/L Content,2023-10-14,12,1785,False,31,55835,2489,158,119000,1047,4.74,53.33,0.47
WMqnwpye_f8,EDU with DULANKA,Productive Night Study Routine 🌙📚 | Late Night Motivation | Sri Lankan Uni Life 🇱🇰,Motivation & Tips,2025-10-20,12,583,False,8,16418,1110,469,49900,310,9.62,52.96,0.33
LLXt4H9bY7Y,DReam A Level,"OL තුන්වෙනි කාණ්ඩයට දවසින් A එකක්|දැන් පටන් ගත්තත් ගොඩ|The Ultimate 1 Day Study Plan O/L ICT, HEALTH",O/L Content,2026-02-23,17,817,False,0,9640,1229,239,91200,184,15.23,52.39,0.11
TcETGjm7-JQ,Nethmini Sirimanna,Commerce කරලා කැම්පස් යන්න මාස 3න් මම පාඩම් කරපු විදිහ🤫 | A/L exam motivation | how to study for A/L,A/L Content,2024-05-16,16,834,False,0,43360,2451,314,5600,832,6.38,52.12,7.74
G7Mm2VVff54,VidyaAi lk Tamil Medium,Stop Failing A/L Arts & Commerce! Secret Study Hacks & Z-Score Masterclass | Rifath (Tamil),A/L Content,2026-05-11,10,331,False,14,5551,343,20,6900,107,6.54,51.88,0.8
DA_36blmRZE,Science and Technology ,O/L  ළමයින්ගේ ප්‍රශ්ණ වලට පිළිතුරු II Subscribe,O/L Content,2022-12-03,13,391,False,48,70662,2879,849,5230,1362,5.28,51.88,13.51
sCHvapWIarU,Sciety,My productive six months before A/L Final Exam #by-Roshen Akthar,A/L Content,2021-06-16,2,1129,False,12,98232,4689,374,28400,1897,5.15,51.78,3.46
jkb-CIwgeeY,MAHEE,ලංකාවේ ජනප්‍රිය පිරිමි පාසල් 10 | Top 10 Boys' Schools in Sri Lanka 😱 #shortvideo #viral #top10,A/L Content,2024-08-15,7,36,False,0,38275,969,60,81800,741,2.69,51.65,0.47
YmOBgHJQi5c,Cards Club,ලස්සනම මොකද්ද?😱Most beautiful government campuses in Sri Lanka#top #university #srilanka #trending,General Education,2025-06-13,14,37,False,26,22572,322,3,35000,439,1.44,51.42,0.64
EXyG5RlUX60,commerce academy LK,A/L commerce කරනවානම් අනිවාර්යයෙන්ම බලන්න🤫,A/L Content,2026-01-14,6,9,False,0,11291,315,3,77,224,2.82,50.41,146.64
KoyzsNJR7A4,KK Academy SL,"Why Choose Chartered Accountancy After A/Ls? | Benefits, Career Paths, and Salary Insights",A/L Content,2024-12-28,3,344,False,23,30315,1165,136,123000,606,4.29,50.02,0.25
BrMfHhq43Qs,KK Academy SL,Landing Your First Banking Job in Sri Lanka After A/Ls: Step-by-Step Guide,A/L Content,2025-03-02,11,1126,False,20,26655,996,59,123000,542,3.96,49.18,0.22
swrhoMQql40,Tution hub,Best combined maths teachers in srilanka ❤️| #combinedmaths | #advancelevel,General Education,2023-12-31,8,30,False,29,47301,1037,108,1830,969,2.42,48.81,25.85
eIkK3Yum8LM,Hasry sir,HASRY SIR MATHS CLASS #GRADE 11#education #motivation #exam #maths #success #tamil medium,Motivation & Tips,2025-01-01,10,53,False,7,29251,1748,47,11600,602,6.14,48.59,2.52
6ZeFZ9_kX6Q,Sciety,A complete guidance for A/L Bio stream #2023 #studytips,A/L Content,2023-07-07,13,930,False,0,55487,3144,519,28400,1146,6.6,48.42,1.95
gBT12kKoORQ,RAMESH A PRIYANKARA,Commerce කරපු කෙනෙක් Bio කරන්න ගියේ ඇයි?,General Education,2024-08-24,7,113,False,25,33844,1357,147,78500,732,4.44,46.23,0.43
egBtc5ZxDqo,Motivation Hub,Best motivation sinhala ❘ work hard ❘ motivational speech,A/L Content,2022-12-14,8,16,False,0,62463,2416,16,234,1351,3.89,46.23,266.94
fLo91hL4q70,Com Maths,2025 THEORY | දර්ශක හා ලඝු ගණක | ONLINE EXTRA CLASS #combinedmaths #ruwandarshana,General Education,2024-06-19,14,7482,False,4,36859,1644,0,24300,798,4.46,46.19,1.52
R1NgQF094iw,Digital Accounting in Tamil,A/L Economics in Tamil |Unit 1 - Introduction to Economics | பொருளியல் அறிமுகம்,A/L Content,2021-03-08,22,3531,False,28,91546,3035,336,36400,1997,3.68,45.84,2.52
geYlG5TjbIk,පට්ට ටෝක්ස් - PATTA TALKS,1st shy A/L private කරන්න පුලුවන්ද ? | first shy privet කරනවනම් බලන්නම වෙනවා | Amila Dasanayake,A/L Content,2024-06-11,1,235,False,28,36587,1724,209,22100,806,5.28,45.39,1.66
T3-1ntPb7WQ,Kv Iroshan,GCE O/L Exam 2020 - Mathematics Part 2 Paper Discussion | Gana wasthu | | Past Papers | Kv Iroshan,O/L Content,2022-03-30,10,1371,False,0,71656,2933,131,256000,1610,4.28,44.51,0.28
F1zf4TUjgJE,Bio Api,මෙන්න ඔයාට Short Notes සෙට් එකක්. - A/L Biology - Maths - Commerce - Art - Tech හැමෝටම- Bio Api Tips,A/L Content,2022-12-11,11,187,False,22,60205,2108,126,558000,1354,3.71,44.46,0.11
8LlFQ1swmK0,Kasun Liyanage Official ,What is success? #EnglishMedium #ALBusinessStudies  #kasunliyanage #BestALEconomicsClass,General Education,2025-04-22,11,48,False,7,21399,863,4,7500,491,4.05,43.58,2.85
qe3xCPGwiE0,O/L මැත with RV,O/L maths | Past paper Question 🤔✍️ | 2019 Past Paper |  #Maths #o/l #shorts #🇱🇰 #O/L මැත,O/L Content,2024-02-14,12,49,False,12,40237,1838,15,1100,924,4.61,43.55,36.58
jDDEDpK08DA,4 වටේ - 4 wate,ලංකාවේ හොඳම පාසල්. Best Schools in Sri Lanka.,General Education,2025-02-28,7,36,False,25,23552,690,42,2140,544,3.11,43.29,11.01
PY79A4dIzY0,KK Academy SL,AL වලට COMMERCE කලොත් කවුද වෙන්න පුලුවන්? : 2024,A/L Content,2023-12-02,2,530,False,18,42715,1349,175,123000,998,3.57,42.8,0.35
i0LhBYQ5TtY,AISSA,All Island Schools Science Association - 1st  Installation Ceremony,General Education,2023-07-18,3,60,False,23,48400,2391,20,610,1135,4.98,42.64,79.34
-miDs0TVLiA,Geethma Theekshani,ICT වලට A ගන්න මෙච්චර ලේසිද? 🏆 A/L ICT Study Tips📚 #al #ict #advancedlevel #studytips,A/L Content,2025-09-28,9,1571,False,12,14047,665,107,2970,332,5.5,42.31,4.73
m3zLxamfUrw,BeMove,SUPPER EXAM TIPS IN TAMIL | GCE A/L & GCE O/L | BEMOVE,A/L Content,2021-07-23,23,321,False,23,78035,3486,107,4080,1860,4.6,41.95,19.13
hzFvVU5ah7M,Janaka Bandara,Business introduction ( ව්‍යාපර හැදින්වීම - 01 පාඩම )A/L Business Studies |Sinhala | Janaka Bandara,A/L Content,2023-04-04,10,5277,False,27,50992,1539,174,7690,1240,3.36,41.12,6.63
bdu9BkC80Tc,Higher Education SriLanka,How to Study Maths | Study Tips in Sinhala | Higher Education Srilanka,Motivation & Tips,2022-12-22,13,774,False,11,54478,2800,200,128000,1343,5.51,40.56,0.43
JmwZnPcXNCU,Naduni Nethsara♡,මම A/L ICTවලට වැඩ කරපු විදිය💗🌸 #ict#a/l #exam #shorts,A/L Content,2024-10-20,5,5,False,0,27268,303,8,1980,675,1.14,40.4,13.77
ODiqkTB20u4,KK Academy SL,University නොගියත් කරන්න පුළුවන් හොඳම Courses 10 After A/L | Sri Lanka,A/L Content,2026-04-02,13,870,False,15,5831,163,18,123000,146,3.1,39.94,0.05
Tz4DZ2nqPTU,DP Education - Maths,2022(2023) GCE Ordinary Level Mathematics Past Papers | Paper 01,O/L Content,2023-10-11,7,4620,False,0,41909,615,55,293000,1050,1.6,39.91,0.14
PcYoUEppWgw,Mr SaNdUn,මම A/L වලට  A3ක් දාපු හැටි 😂❤️ University Of Colombo Student Story,A/L Content,2023-02-16,17,1357,False,35,51204,2875,385,11800,1287,6.37,39.79,4.34
Sjjkj304u5c,Namal Dilanka,2028 A/L Accounting,A/L Content,2026-05-20,8,118,False,25,3882,218,2,55100,98,5.67,39.61,0.07
XeqRSYY660Q,Study diary,3rd shy කරනවද?🙁|After A/L Results | Preparing for 3rd Attempt Journey #sinhala,A/L Content,2025-04-28,8,229,False,18,19060,652,322,10900,485,5.11,39.3,1.75
nYLfYOe0Zu8,Combined Maths With Sola,#Manojsolangaarachchi #combinedmaths #2025AL #advancelevel #onlineclasses,A/L Content,2023-06-12,5,15,False,0,45917,883,15,17600,1171,1.96,39.21,2.61
dUkuG3TxZP8,🎀Shani Herath🎀,පාඩම් කරන ගමන් pass papers කරමූ 😎🤩#studytips #studymotivation #sinhalatips #alevel2026 #aleveltips,Motivation & Tips,2026-06-19,12,25,False,11,2653,133,4,2910,68,5.16,39.01,0.91
zw5KxUni9F4,IQ Labs,2018 OL ගණිතය I - Part B | 2018 O/L Mathematics I,O/L Content,2019-11-08,6,1931,False,9,95710,1819,98,116000,2483,2.0,38.55,0.83
Uf1cLZVRTkU,ICTBLACKBELT,Maths එක්ක ICT,General Education,2023-05-27,3,41,False,55,45466,1646,53,4760,1187,3.74,38.3,9.55
_ZBaoSXlQjg,hnts♾️,A/L MATHS කරනවානම් අහන්න manoj solangaarachchi combined maths a/l motivation,A/L Content,2022-11-03,18,38,False,6,53183,1086,18,458,1392,2.08,38.21,116.12
jzPJq86fti0,MR SHAN PAGE,අහන්නම ඕන කතාවක්.... 💪❤️ | Namal Dilanka Sir. #motivation #fyp #viralvideo #srilanka #foryou #shorts,A/L Content,2024-11-13,13,51,False,0,24779,1882,22,2240,651,7.68,38.06,11.06
LvKmz4TmZME,KD Jayakody,ICT ගොඩ දාගන්න 100%ක් නොමිලේ සුපිරි Online Class එකක්.,General Education,2025-01-06,8,26,False,14,22363,583,14,108000,597,2.67,37.46,0.21
v3O7U8ipGoE,Nadeesha Koralage,2027 A/L Business Studies | ව්‍යාපාර විකාශනය  | Nadeesha Koralage,A/L Content,2025-06-05,14,5827,False,15,16717,507,0,26000,447,3.03,37.4,0.64
u3Pa-bO_uE0,campuszone lk,Art Stream 2025A/L | Which University Courses Can You Get? (Find Your Course),A/L Content,2026-04-01,13,286,False,16,5471,178,26,21400,147,3.73,37.22,0.26
IB1qpl0zEWs,TeamOne Learning LK,A/L Chemistry - Inorganic & Organic ගොඩදාගන්න (Study tips in Sinhala) | TeamOne Learning,A/L Content,2019-11-29,15,1449,False,29,91526,3073,137,191000,2462,3.51,37.18,0.48
Exm1cMLUB7g,Maths Hub,13 ගුණාකාරය  තප්පර  දෙකෙන්  මනෝමයෙන්  ලියමු . #SHORTS#,General Education,2022-02-06,15,51,False,26,60861,3038,25,7340,1662,5.03,36.62,8.29
O_TYg_UhJlo,Charitha Dissanayake,Medicine යන්න Chemistry Physics මොකටද? | Charitha Dissanayake,General Education,2024-12-05,14,72,False,25,22894,1100,37,119000,629,4.97,36.4,0.19
I5bB61ewht0,Maths Hub,7 ගුණාකාරය  ලේසියෙන්ම.      math tricks and tips - Easy math tricks #SHORTS#MathsTricks#mathshub,Motivation & Tips,2022-05-08,13,58,False,26,56777,1228,12,7340,1571,2.18,36.14,7.74
DDXFYemc0bI,Sanduni  Manathunga,Sri Lankan Nurse 👩‍⚕️💉♥️,General Education,2023-08-16,7,8,False,0,39801,965,46,1890,1106,2.54,35.99,21.06
FtftcZaVT2E,RAMESH A PRIYANKARA,2028 A/L COMMERCE නව පන්ති ආරම්භය,A/L Content,2026-02-28,5,84,False,25,6360,190,7,78500,179,3.1,35.53,0.08
sok9lr1Lu6o,Higher Education SriLanka,A/L Island 1st වෙන්න හරිම ක්‍රමය - How to become A/L Island 1st ,A/L Content,2026-02-08,12,664,False,0,7005,490,60,128000,199,7.85,35.2,0.05
6Y7hLLzEeKU,Student Lanka,Career Paths for Science Graduates: Exploring Job Prospects in Sri Lanka,General Education,2024-05-03,3,348,False,32,29650,746,235,100000,845,3.31,35.09,0.3
Uqqvjnr9lLk,GuideLightSL,"How To Make a Time Table | Study Schedule |  Time table for A/L , O/L  and Grade 6-9 | Sinhala",A/L Content,2025-01-24,12,205,False,22,20185,527,17,16200,579,2.7,34.86,1.25
4gA_BR4Ia-o,Combined Maths | Janindu Rashmika,Trigonometry Part 01 - Combined Maths A/L in Sinhala -Janidu Rashmika,A/L Content,2019-09-01,19,2209,False,16,88359,1930,376,35100,2551,2.61,34.64,2.52
z1eu-lyOLSA,Student Lanka,How to select Biological Science University degree Programs-2020 UGC Book? ජීව විද්‍යා උපාධි පාඨමාලා,A/L Content,2020-03-19,2,843,False,28,81425,1806,233,100000,2351,2.5,34.63,0.81
irIKQ1Xw_YY,Madushan Neranjan Combined Maths | CM With MN,2027 Special Group Class ආරම්භය | Combined Maths | Madushan Neranjan,A/L Content,2025-05-13,9,33,False,0,15879,629,17,76100,470,4.07,33.79,0.21
AvhYJS3iBiI,DP Education - கணிதம்,A/L Maths | Science அடிப்படை பாடநெறி - பகுதி 01,A/L Content,2020-08-12,5,9295,False,12,74041,1488,110,193000,2205,2.16,33.58,0.38
d1fgQjE20Qg,JD mind,O/L Exam guidance in Tamil | full O/L journey Tamil| study tips | 9A |@jdmind5,O/L Content,2024-08-07,13,830,False,6,25115,0,140,3140,749,0.56,33.53,8.0
8vncEbQOt4s,By chamozz !🎀,Study vlog 02🤍📚 by chamozz !💗 #motivation #biology #srilanka #fyp #onemillion,Motivation & Tips,2025-09-24,7,59,False,0,11219,577,9,260,336,5.22,33.39,43.15
WBKjB2DsUS8,TeamOne Learning LK,Sri Lankan YouTube Channels for A/L Commerce Students | Online Education | TeamOne Learning,A/L Content,2020-04-19,12,235,False,25,76662,2712,301,191000,2320,3.93,33.04,0.4
QcYm2EKhrC4,Ruvini Nanayakkara,London Syllabus vs National Syllabus in Sri Lanka | Cambridge | Edexcel Syllabus | Local Syllabus 🇱🇰,A/L Content,2024-12-07,18,555,False,18,20669,469,34,11200,627,2.43,32.96,1.85
M_sE6LG-YFM,Nadeesha Koralage,Business Studies | Nadeesha Koralage | 2025 AL,General Education,2023-06-10,16,10,False,0,38482,312,12,26000,1173,0.84,32.81,1.48
L685ocHAzno,LAKEE'S DAYBOOK... 💐,“A/L student life in Sri Lanka”🥺♥️ #motivation#education #study #foryou #exam #fypシ,A/L Content,2026-05-14,7,17,False,0,3358,154,14,439,104,5.0,32.29,7.65
bkJjRA4izus,Nawaa diaries,Study Law at Open University Sri Lanka | #shorts,Motivation & Tips,2024-09-15,17,17,False,8,22914,661,15,1630,710,2.95,32.27,14.06
uvKDfSUL0XI,Ceylon Navigator,"A/L Arts , Commerce හරි O/L වලින් විතරක් නැවක කරන්න් පුළුවන්  Job  මොනවද | Ceylon Navigator",A/L Content,2023-09-20,11,432,False,19,34546,1886,240,16200,1071,6.15,32.26,2.13
HheA_dhzvpI,Combined Maths | Janindu Rashmika,ශ්‍රේණි Summaryය | Series | A/L Combined Maths | Janindu Rashmika,A/L Content,2025-11-09,0,1508,False,29,9290,460,19,35100,290,5.16,32.03,0.26
DchWVyyl2BU,Epic Hiker,Sabaragamuwa University | Most beautiful university in Sri Lanka 🥰#travel#sabaragamuwa#nature,General Education,2025-03-28,7,19,False,0,16419,633,24,941,516,4.0,31.82,17.45
nUWf_WnX_Es,Student Lanka,"A/L 2024 Z-Score අඩුද? Aptitude Test pass වෙලා Moratuwa University Architecture, Design උපාධි කරන්න",A/L Content,2025-05-01,14,209,False,20,15251,247,114,100000,482,2.37,31.64,0.15
Y0dhbOZrCk0,KK Academy SL,A/L Commerce Sinhala 2025 – A/L Commerce කරලා වැඩක් තියෙනවද? | Commerce Stream Future Job Guide,A/L Content,2023-08-23,12,2432,False,20,34627,1143,306,123000,1099,4.18,31.51,0.28
50ynoIex-UA,Vehicle lanka,A/l Private කරන විදිය ❤️🫶#study #status #motivation #tech #maths #bio#hardwork,A/L Content,2025-07-25,7,76,False,0,12177,1004,9,57,397,8.32,30.67,213.63
3dYx-eFH1t0,DP Education - Maths,2021 GCE Ordinary Level Mathematics Past Papers | Paper 01,O/L Content,2022-10-27,4,4671,False,10,42055,528,28,293000,1399,1.32,30.06,0.14
Nb963EIoR0Q,Edu Tips,How to select A/L Subjects - What are the A/L Streams,A/L Content,2021-09-27,2,1944,False,23,53930,1342,429,27300,1794,3.28,30.06,1.98
iT446LWh560,Nenasala Gampaha,How to get A pass in a Week for O/L ICT 2021/22 - Sri Lanka - Sinhala - KD Jayakody,O/L Content,2022-04-17,14,1095,False,0,47352,2141,210,1990,1592,4.96,29.74,23.79
WKYd89zkEZk,Hiruni Chandrasekara,As a apprentice in Sri Lanka Law College ⚖️✨🎓 #motivation #lawyer #utubeshorts #minivlog,Motivation & Tips,2024-08-23,9,19,False,0,21678,843,26,8180,733,4.01,29.57,2.65
